year,mm-dd,location,parameter,unit,datatype,value
2020,4-28,BON,elev,ft,Elevation,NA
2020,4-29,BON,elev,ft,Elevation,NA
2020,4-30,BON,elev,ft,Elevation,NA
2020,5-1,BON,elev,ft,Elevation,NA
2020,5-2,BON,elev,ft,Elevation,NA
2020,5-3,BON,elev,ft,Elevation,NA
2020,5-4,BON,elev,ft,Elevation,NA
2020,5-5,BON,elev,ft,Elevation,NA
2020,5-6,BON,elev,ft,Elevation,NA
2020,5-7,BON,elev,ft,Elevation,NA
2020,5-8,BON,elev,ft,Elevation,NA
2020,5-9,BON,elev,ft,Elevation,NA
2020,5-10,BON,elev,ft,Elevation,NA
2020,5-11,BON,elev,ft,Elevation,NA
2020,5-12,BON,elev,ft,Elevation,NA
2020,5-13,BON,elev,ft,Elevation,NA
2020,5-14,BON,elev,ft,Elevation,NA
2020,5-15,BON,elev,ft,Elevation,NA
2020,5-16,BON,elev,ft,Elevation,NA
2020,5-17,BON,elev,ft,Elevation,NA
2020,5-18,BON,elev,ft,Elevation,NA
2020,5-19,BON,elev,ft,Elevation,NA
2020,5-20,BON,elev,ft,Elevation,NA
2020,5-21,BON,elev,ft,Elevation,NA
2020,5-22,BON,elev,ft,Elevation,NA
2020,5-23,BON,elev,ft,Elevation,NA
2020,5-24,BON,elev,ft,Elevation,NA
2020,5-25,BON,elev,ft,Elevation,NA
2020,5-26,BON,elev,ft,Elevation,NA
2020,5-27,BON,elev,ft,Elevation,NA
2020,5-28,BON,elev,ft,Elevation,NA
2020,5-29,BON,elev,ft,Elevation,NA
2020,5-30,BON,elev,ft,Elevation,NA
2020,5-31,BON,elev,ft,Elevation,NA
2020,6-1,BON,elev,ft,Elevation,NA
2020,6-2,BON,elev,ft,Elevation,NA
2020,6-3,BON,elev,ft,Elevation,NA
2020,6-4,BON,elev,ft,Elevation,NA
2020,6-5,BON,elev,ft,Elevation,NA
2020,6-6,BON,elev,ft,Elevation,NA
2020,6-7,BON,elev,ft,Elevation,NA
2020,6-8,BON,elev,ft,Elevation,NA
2020,6-9,BON,elev,ft,Elevation,NA
2020,6-10,BON,elev,ft,Elevation,NA
2020,6-11,BON,elev,ft,Elevation,NA
2020,6-12,BON,elev,ft,Elevation,NA
2020,6-13,BON,elev,ft,Elevation,NA
2020,6-14,BON,elev,ft,Elevation,NA
2020,6-15,BON,elev,ft,Elevation,NA
2020,6-16,BON,elev,ft,Elevation,NA
2020,6-17,BON,elev,ft,Elevation,NA
2020,6-18,BON,elev,ft,Elevation,NA
2020,6-19,BON,elev,ft,Elevation,NA
2020,6-20,BON,elev,ft,Elevation,NA
2020,6-21,BON,elev,ft,Elevation,NA
2020,6-22,BON,elev,ft,Elevation,NA
2020,6-23,BON,elev,ft,Elevation,NA
2020,6-24,BON,elev,ft,Elevation,NA
2020,6-25,BON,elev,ft,Elevation,NA
2020,6-26,BON,elev,ft,Elevation,NA
2020,6-27,BON,elev,ft,Elevation,NA
2020,6-28,BON,elev,ft,Elevation,NA
2020,6-29,BON,elev,ft,Elevation,NA
2020,6-30,BON,elev,ft,Elevation,NA
2020,7-1,BON,elev,ft,Elevation,NA
2020,7-2,BON,elev,ft,Elevation,NA
2020,7-3,BON,elev,ft,Elevation,NA
2020,7-4,BON,elev,ft,Elevation,NA
2020,7-5,BON,elev,ft,Elevation,NA
2020,7-6,BON,elev,ft,Elevation,NA
2020,7-7,BON,elev,ft,Elevation,NA
2020,7-8,BON,elev,ft,Elevation,NA
2020,7-9,BON,elev,ft,Elevation,NA
2020,7-10,BON,elev,ft,Elevation,NA
2020,7-11,BON,elev,ft,Elevation,NA
2020,7-12,BON,elev,ft,Elevation,NA
2020,7-13,BON,elev,ft,Elevation,NA
2020,7-14,BON,elev,ft,Elevation,NA
2020,7-15,BON,elev,ft,Elevation,NA
2020,7-16,BON,elev,ft,Elevation,NA
2020,7-17,BON,elev,ft,Elevation,NA
2020,7-18,BON,elev,ft,Elevation,NA
2020,7-19,BON,elev,ft,Elevation,NA
2020,7-20,BON,elev,ft,Elevation,NA
2020,7-21,BON,elev,ft,Elevation,NA
2020,7-22,BON,elev,ft,Elevation,NA
2020,7-23,BON,elev,ft,Elevation,NA
2020,7-24,BON,elev,ft,Elevation,NA
2020,7-25,BON,elev,ft,Elevation,NA
2020,7-26,BON,elev,ft,Elevation,NA
2020,7-27,BON,elev,ft,Elevation,NA
2020,7-28,BON,elev,ft,Elevation,NA
2020,7-29,BON,elev,ft,Elevation,NA
2020,7-30,BON,elev,ft,Elevation,NA
2020,7-31,BON,elev,ft,Elevation,NA
2020,8-1,BON,elev,ft,Elevation,NA
2020,8-2,BON,elev,ft,Elevation,NA
2020,8-3,BON,elev,ft,Elevation,NA
2020,8-4,BON,elev,ft,Elevation,NA
2020,8-5,BON,elev,ft,Elevation,NA
2020,8-6,BON,elev,ft,Elevation,NA
2020,8-7,BON,elev,ft,Elevation,NA
2020,8-8,BON,elev,ft,Elevation,NA
2020,8-9,BON,elev,ft,Elevation,NA
2020,8-10,BON,elev,ft,Elevation,NA
2020,8-11,BON,elev,ft,Elevation,NA
2020,8-12,BON,elev,ft,Elevation,NA
2020,8-13,BON,elev,ft,Elevation,NA
2020,8-14,BON,elev,ft,Elevation,NA
2020,8-15,BON,elev,ft,Elevation,NA
2020,8-16,BON,elev,ft,Elevation,NA
2020,8-17,BON,elev,ft,Elevation,NA
2020,8-18,BON,elev,ft,Elevation,NA
2020,8-19,BON,elev,ft,Elevation,NA
2020,8-20,BON,elev,ft,Elevation,NA
2020,8-21,BON,elev,ft,Elevation,NA
2020,8-22,BON,elev,ft,Elevation,NA
2020,8-23,BON,elev,ft,Elevation,NA
2020,8-24,BON,elev,ft,Elevation,NA
2020,8-25,BON,elev,ft,Elevation,NA
2020,8-26,BON,elev,ft,Elevation,NA
2020,8-27,BON,elev,ft,Elevation,NA
2020,8-28,BON,elev,ft,Elevation,NA
2020,8-29,BON,elev,ft,Elevation,NA
2020,8-30,BON,elev,ft,Elevation,NA
2020,8-31,BON,elev,ft,Elevation,NA
2020,9-1,BON,elev,ft,Elevation,NA
2020,9-2,BON,elev,ft,Elevation,NA
2020,9-3,BON,elev,ft,Elevation,NA
2020,9-4,BON,elev,ft,Elevation,NA
2020,9-5,BON,elev,ft,Elevation,NA
2020,9-6,BON,elev,ft,Elevation,NA
2020,9-7,BON,elev,ft,Elevation,NA
2020,9-8,BON,elev,ft,Elevation,NA
2020,9-9,BON,elev,ft,Elevation,NA
2020,9-10,BON,elev,ft,Elevation,NA
2020,9-11,BON,elev,ft,Elevation,NA
2020,9-12,BON,elev,ft,Elevation,NA
2020,9-13,BON,elev,ft,Elevation,NA
2020,9-14,BON,elev,ft,Elevation,NA
2020,9-15,BON,elev,ft,Elevation,NA
2020,9-16,BON,elev,ft,Elevation,NA
2020,9-17,BON,elev,ft,Elevation,NA
2020,9-18,BON,elev,ft,Elevation,NA
2020,9-19,BON,elev,ft,Elevation,NA
2020,9-20,BON,elev,ft,Elevation,NA
2020,9-21,BON,elev,ft,Elevation,NA
2020,9-22,BON,elev,ft,Elevation,NA
2020,9-23,BON,elev,ft,Elevation,NA
2020,9-24,BON,elev,ft,Elevation,NA
2020,9-25,BON,elev,ft,Elevation,NA
2020,9-26,BON,elev,ft,Elevation,NA
2020,9-27,BON,elev,ft,Elevation,NA
2020,9-28,BON,elev,ft,Elevation,NA
2020,9-29,BON,elev,ft,Elevation,NA
2020,9-30,BON,elev,ft,Elevation,NA
2020,10-1,BON,elev,ft,Elevation,NA
2020,10-2,BON,elev,ft,Elevation,NA
2020,10-3,BON,elev,ft,Elevation,NA
2020,10-4,BON,elev,ft,Elevation,NA
2020,10-5,BON,elev,ft,Elevation,NA
2020,10-6,BON,elev,ft,Elevation,NA
2020,10-7,BON,elev,ft,Elevation,NA
2020,10-8,BON,elev,ft,Elevation,NA
2020,10-9,BON,elev,ft,Elevation,NA
2020,10-10,BON,elev,ft,Elevation,NA
2020,10-11,BON,elev,ft,Elevation,NA
2020,10-12,BON,elev,ft,Elevation,NA
2020,10-13,BON,elev,ft,Elevation,NA
2020,10-14,BON,elev,ft,Elevation,NA
2020,10-15,BON,elev,ft,Elevation,NA
2020,10-16,BON,elev,ft,Elevation,NA
2020,10-17,BON,elev,ft,Elevation,NA
2020,10-18,BON,elev,ft,Elevation,NA
2020,10-19,BON,elev,ft,Elevation,NA
2020,10-20,BON,elev,ft,Elevation,NA
2020,10-21,BON,elev,ft,Elevation,NA
2020,10-22,BON,elev,ft,Elevation,NA
2020,10-23,BON,elev,ft,Elevation,NA
2020,10-24,BON,elev,ft,Elevation,NA
2020,10-25,BON,elev,ft,Elevation,NA
2020,10-26,BON,elev,ft,Elevation,NA
2020,10-27,BON,elev,ft,Elevation,NA
2020,10-28,BON,elev,ft,Elevation,NA
2020,10-29,BON,elev,ft,Elevation,NA
2020,10-30,BON,elev,ft,Elevation,NA
2020,10-31,BON,elev,ft,Elevation,NA
2020,11-1,BON,elev,ft,Elevation,NA
2020,11-2,BON,elev,ft,Elevation,NA
2020,11-3,BON,elev,ft,Elevation,NA
2020,11-4,BON,elev,ft,Elevation,NA
2020,11-5,BON,elev,ft,Elevation,NA
2020,11-6,BON,elev,ft,Elevation,NA
2020,11-7,BON,elev,ft,Elevation,NA
2020,11-8,BON,elev,ft,Elevation,NA
2020,11-9,BON,elev,ft,Elevation,NA
2020,11-10,BON,elev,ft,Elevation,NA
2020,11-11,BON,elev,ft,Elevation,NA
2020,11-12,BON,elev,ft,Elevation,NA
2020,11-13,BON,elev,ft,Elevation,NA
2020,11-14,BON,elev,ft,Elevation,NA
2020,11-15,BON,elev,ft,Elevation,NA
2020,11-16,BON,elev,ft,Elevation,NA
2020,11-17,BON,elev,ft,Elevation,NA
2020,11-18,BON,elev,ft,Elevation,NA
2020,11-19,BON,elev,ft,Elevation,NA
2020,11-20,BON,elev,ft,Elevation,NA
2020,11-21,BON,elev,ft,Elevation,NA
2020,11-22,BON,elev,ft,Elevation,NA
2020,11-23,BON,elev,ft,Elevation,NA
2020,11-24,BON,elev,ft,Elevation,NA
2020,11-25,BON,elev,ft,Elevation,NA
2020,11-26,BON,elev,ft,Elevation,NA
2020,11-27,BON,elev,ft,Elevation,NA
2020,11-28,BON,elev,ft,Elevation,NA
2020,11-29,BON,elev,ft,Elevation,NA
2020,11-30,BON,elev,ft,Elevation,NA
2020,12-1,BON,elev,ft,Elevation,NA
2020,12-2,BON,elev,ft,Elevation,NA
2020,12-3,BON,elev,ft,Elevation,NA
2020,12-4,BON,elev,ft,Elevation,NA
2020,12-5,BON,elev,ft,Elevation,NA
2020,12-6,BON,elev,ft,Elevation,NA
2020,12-7,BON,elev,ft,Elevation,NA
2020,12-8,BON,elev,ft,Elevation,NA
2020,12-9,BON,elev,ft,Elevation,NA
2020,12-10,BON,elev,ft,Elevation,NA
2020,12-11,BON,elev,ft,Elevation,NA
2020,12-12,BON,elev,ft,Elevation,NA
2020,12-13,BON,elev,ft,Elevation,NA
2020,12-14,BON,elev,ft,Elevation,NA
2020,12-15,BON,elev,ft,Elevation,NA
2020,12-16,BON,elev,ft,Elevation,NA
2020,12-17,BON,elev,ft,Elevation,NA
2020,12-18,BON,elev,ft,Elevation,NA
2020,12-19,BON,elev,ft,Elevation,NA
2020,12-20,BON,elev,ft,Elevation,NA
2020,12-21,BON,elev,ft,Elevation,NA
2020,12-22,BON,elev,ft,Elevation,NA
2020,12-23,BON,elev,ft,Elevation,NA
2020,12-24,BON,elev,ft,Elevation,NA
2020,12-25,BON,elev,ft,Elevation,NA
2020,12-26,BON,elev,ft,Elevation,NA
2020,12-27,BON,elev,ft,Elevation,NA
2020,12-28,BON,elev,ft,Elevation,NA
2020,12-29,BON,elev,ft,Elevation,NA
2020,12-30,BON,elev,ft,Elevation,NA
2020,12-31,BON,elev,ft,Elevation,NA
2019,1-1,BON,elev,ft,Elevation,75.750
2019,1-2,BON,elev,ft,Elevation,75.946
2019,1-3,BON,elev,ft,Elevation,76.192
2019,1-4,BON,elev,ft,Elevation,75.583
2019,1-5,BON,elev,ft,Elevation,75.458
2019,1-6,BON,elev,ft,Elevation,75.108
2019,1-7,BON,elev,ft,Elevation,75.267
2019,1-8,BON,elev,ft,Elevation,74.967
2019,1-9,BON,elev,ft,Elevation,73.667
2019,1-10,BON,elev,ft,Elevation,73.667
2019,1-11,BON,elev,ft,Elevation,74.350
2019,1-12,BON,elev,ft,Elevation,75.454
2019,1-13,BON,elev,ft,Elevation,74.525
2019,1-14,BON,elev,ft,Elevation,73.796
2019,1-15,BON,elev,ft,Elevation,74.133
2019,1-16,BON,elev,ft,Elevation,74.004
2019,1-17,BON,elev,ft,Elevation,74.283
2019,1-18,BON,elev,ft,Elevation,74.375
2019,1-19,BON,elev,ft,Elevation,74.054
2019,1-20,BON,elev,ft,Elevation,75.096
2019,1-21,BON,elev,ft,Elevation,75.067
2019,1-22,BON,elev,ft,Elevation,75.179
2019,1-23,BON,elev,ft,Elevation,74.592
2019,1-24,BON,elev,ft,Elevation,75.167
2019,1-25,BON,elev,ft,Elevation,75.108
2019,1-26,BON,elev,ft,Elevation,75.171
2019,1-27,BON,elev,ft,Elevation,74.825
2019,1-28,BON,elev,ft,Elevation,74.654
2019,1-29,BON,elev,ft,Elevation,74.083
2019,1-30,BON,elev,ft,Elevation,74.529
2019,1-31,BON,elev,ft,Elevation,74.600
2019,2-1,BON,elev,ft,Elevation,74.354
2019,2-2,BON,elev,ft,Elevation,75.433
2019,2-3,BON,elev,ft,Elevation,75.588
2019,2-4,BON,elev,ft,Elevation,76.146
2019,2-5,BON,elev,ft,Elevation,75.717
2019,2-6,BON,elev,ft,Elevation,75.133
2019,2-7,BON,elev,ft,Elevation,75.546
2019,2-8,BON,elev,ft,Elevation,74.942
2019,2-9,BON,elev,ft,Elevation,74.929
2019,2-10,BON,elev,ft,Elevation,74.650
2019,2-11,BON,elev,ft,Elevation,74.588
2019,2-12,BON,elev,ft,Elevation,74.642
2019,2-13,BON,elev,ft,Elevation,74.550
2019,2-14,BON,elev,ft,Elevation,74.933
2019,2-15,BON,elev,ft,Elevation,74.383
2019,2-16,BON,elev,ft,Elevation,74.533
2019,2-17,BON,elev,ft,Elevation,75.196
2019,2-18,BON,elev,ft,Elevation,75.513
2019,2-19,BON,elev,ft,Elevation,75.621
2019,2-20,BON,elev,ft,Elevation,75.746
2019,2-21,BON,elev,ft,Elevation,75.079
2019,2-22,BON,elev,ft,Elevation,75.229
2019,2-23,BON,elev,ft,Elevation,75.504
2019,2-24,BON,elev,ft,Elevation,75.688
2019,2-25,BON,elev,ft,Elevation,76.042
2019,2-26,BON,elev,ft,Elevation,76.308
2019,2-27,BON,elev,ft,Elevation,76.292
2019,2-28,BON,elev,ft,Elevation,76.400
2019,2-29,BON,elev,ft,Elevation,NA
2019,3-1,BON,elev,ft,Elevation,76.229
2019,3-2,BON,elev,ft,Elevation,74.767
2019,3-3,BON,elev,ft,Elevation,73.913
2019,3-4,BON,elev,ft,Elevation,73.892
2019,3-5,BON,elev,ft,Elevation,74.504
2019,3-6,BON,elev,ft,Elevation,75.300
2019,3-7,BON,elev,ft,Elevation,75.296
2019,3-8,BON,elev,ft,Elevation,74.604
2019,3-9,BON,elev,ft,Elevation,73.454
2019,3-10,BON,elev,ft,Elevation,72.957
2019,3-11,BON,elev,ft,Elevation,73.517
2019,3-12,BON,elev,ft,Elevation,73.829
2019,3-13,BON,elev,ft,Elevation,73.763
2019,3-14,BON,elev,ft,Elevation,73.421
2019,3-15,BON,elev,ft,Elevation,73.379
2019,3-16,BON,elev,ft,Elevation,73.004
2019,3-17,BON,elev,ft,Elevation,73.308
2019,3-18,BON,elev,ft,Elevation,74.192
2019,3-19,BON,elev,ft,Elevation,75.054
2019,3-20,BON,elev,ft,Elevation,75.283
2019,3-21,BON,elev,ft,Elevation,75.379
2019,3-22,BON,elev,ft,Elevation,75.054
2019,3-23,BON,elev,ft,Elevation,74.717
2019,3-24,BON,elev,ft,Elevation,74.346
2019,3-25,BON,elev,ft,Elevation,74.688
2019,3-26,BON,elev,ft,Elevation,73.988
2019,3-27,BON,elev,ft,Elevation,73.850
2019,3-28,BON,elev,ft,Elevation,73.783
2019,3-29,BON,elev,ft,Elevation,74.150
2019,3-30,BON,elev,ft,Elevation,73.879
2019,3-31,BON,elev,ft,Elevation,74.252
2019,4-1,BON,elev,ft,Elevation,74.458
2019,4-2,BON,elev,ft,Elevation,74.025
2019,4-3,BON,elev,ft,Elevation,74.038
2019,4-4,BON,elev,ft,Elevation,74.133
2019,4-5,BON,elev,ft,Elevation,74.267
2019,4-6,BON,elev,ft,Elevation,74.008
2019,4-7,BON,elev,ft,Elevation,74.458
2019,4-8,BON,elev,ft,Elevation,75.775
2019,4-9,BON,elev,ft,Elevation,75.325
2019,4-10,BON,elev,ft,Elevation,75.383
2019,4-11,BON,elev,ft,Elevation,75.996
2019,4-12,BON,elev,ft,Elevation,75.713
2019,4-13,BON,elev,ft,Elevation,75.329
2019,4-14,BON,elev,ft,Elevation,75.142
2019,4-15,BON,elev,ft,Elevation,74.513
2019,4-16,BON,elev,ft,Elevation,74.433
2019,4-17,BON,elev,ft,Elevation,74.783
2019,4-18,BON,elev,ft,Elevation,74.500
2019,4-19,BON,elev,ft,Elevation,73.796
2019,4-20,BON,elev,ft,Elevation,73.371
2019,4-21,BON,elev,ft,Elevation,73.438
2019,4-22,BON,elev,ft,Elevation,73.754
2019,4-23,BON,elev,ft,Elevation,73.983
2019,4-24,BON,elev,ft,Elevation,74.188
2019,4-25,BON,elev,ft,Elevation,74.125
2019,4-26,BON,elev,ft,Elevation,73.829
2019,4-27,BON,elev,ft,Elevation,74.104
2019,4-28,BON,elev,ft,Elevation,74.192
2019,4-29,BON,elev,ft,Elevation,74.129
2019,4-30,BON,elev,ft,Elevation,73.458
2019,5-1,BON,elev,ft,Elevation,74.096
2019,5-2,BON,elev,ft,Elevation,73.996
2019,5-3,BON,elev,ft,Elevation,74.504
2019,5-4,BON,elev,ft,Elevation,74.571
2019,5-5,BON,elev,ft,Elevation,74.271
2019,5-6,BON,elev,ft,Elevation,74.133
2019,5-7,BON,elev,ft,Elevation,74.283
2019,5-8,BON,elev,ft,Elevation,74.392
2019,5-9,BON,elev,ft,Elevation,74.496
2019,5-10,BON,elev,ft,Elevation,74.233
2019,5-11,BON,elev,ft,Elevation,74.221
2019,5-12,BON,elev,ft,Elevation,74.367
2019,5-13,BON,elev,ft,Elevation,74.017
2019,5-14,BON,elev,ft,Elevation,74.100
2019,5-15,BON,elev,ft,Elevation,73.871
2019,5-16,BON,elev,ft,Elevation,74.004
2019,5-17,BON,elev,ft,Elevation,73.233
2019,5-18,BON,elev,ft,Elevation,73.742
2019,5-19,BON,elev,ft,Elevation,74.083
2019,5-20,BON,elev,ft,Elevation,74.558
2019,5-21,BON,elev,ft,Elevation,73.733
2019,5-22,BON,elev,ft,Elevation,73.600
2019,5-23,BON,elev,ft,Elevation,73.821
2019,5-24,BON,elev,ft,Elevation,73.713
2019,5-25,BON,elev,ft,Elevation,73.571
2019,5-26,BON,elev,ft,Elevation,74.121
2019,5-27,BON,elev,ft,Elevation,74.192
2019,5-28,BON,elev,ft,Elevation,73.550
2019,5-29,BON,elev,ft,Elevation,73.746
2019,5-30,BON,elev,ft,Elevation,73.696
2019,5-31,BON,elev,ft,Elevation,73.304
2019,6-1,BON,elev,ft,Elevation,73.158
2019,6-2,BON,elev,ft,Elevation,73.613
2019,6-3,BON,elev,ft,Elevation,73.683
2019,6-4,BON,elev,ft,Elevation,73.446
2019,6-5,BON,elev,ft,Elevation,73.517
2019,6-6,BON,elev,ft,Elevation,73.617
2019,6-7,BON,elev,ft,Elevation,74.388
2019,6-8,BON,elev,ft,Elevation,73.575
2019,6-9,BON,elev,ft,Elevation,74.013
2019,6-10,BON,elev,ft,Elevation,73.508
2019,6-11,BON,elev,ft,Elevation,74.038
2019,6-12,BON,elev,ft,Elevation,73.546
2019,6-13,BON,elev,ft,Elevation,73.396
2019,6-14,BON,elev,ft,Elevation,73.863
2019,6-15,BON,elev,ft,Elevation,74.200
2019,6-16,BON,elev,ft,Elevation,74.708
2019,6-17,BON,elev,ft,Elevation,74.733
2019,6-18,BON,elev,ft,Elevation,74.529
2019,6-19,BON,elev,ft,Elevation,74.854
2019,6-20,BON,elev,ft,Elevation,74.771
2019,6-21,BON,elev,ft,Elevation,74.642
2019,6-22,BON,elev,ft,Elevation,74.721
2019,6-23,BON,elev,ft,Elevation,74.538
2019,6-24,BON,elev,ft,Elevation,74.700
2019,6-25,BON,elev,ft,Elevation,74.883
2019,6-26,BON,elev,ft,Elevation,74.900
2019,6-27,BON,elev,ft,Elevation,74.725
2019,6-28,BON,elev,ft,Elevation,74.471
2019,6-29,BON,elev,ft,Elevation,74.792
2019,6-30,BON,elev,ft,Elevation,74.757
2019,7-1,BON,elev,ft,Elevation,74.696
2019,7-2,BON,elev,ft,Elevation,74.450
2019,7-3,BON,elev,ft,Elevation,74.513
2019,7-4,BON,elev,ft,Elevation,74.583
2019,7-5,BON,elev,ft,Elevation,74.500
2019,7-6,BON,elev,ft,Elevation,74.633
2019,7-7,BON,elev,ft,Elevation,74.513
2019,7-8,BON,elev,ft,Elevation,74.808
2019,7-9,BON,elev,ft,Elevation,74.933
2019,7-10,BON,elev,ft,Elevation,74.467
2019,7-11,BON,elev,ft,Elevation,74.458
2019,7-12,BON,elev,ft,Elevation,75.329
2019,7-13,BON,elev,ft,Elevation,75.546
2019,7-14,BON,elev,ft,Elevation,75.417
2019,7-15,BON,elev,ft,Elevation,75.442
2019,7-16,BON,elev,ft,Elevation,75.400
2019,7-17,BON,elev,ft,Elevation,74.929
2019,7-18,BON,elev,ft,Elevation,74.838
2019,7-19,BON,elev,ft,Elevation,75.017
2019,7-20,BON,elev,ft,Elevation,75.533
2019,7-21,BON,elev,ft,Elevation,75.525
2019,7-22,BON,elev,ft,Elevation,74.783
2019,7-23,BON,elev,ft,Elevation,75.038
2019,7-24,BON,elev,ft,Elevation,76.288
2019,7-25,BON,elev,ft,Elevation,76.563
2019,7-26,BON,elev,ft,Elevation,76.388
2019,7-27,BON,elev,ft,Elevation,76.321
2019,7-28,BON,elev,ft,Elevation,75.788
2019,7-29,BON,elev,ft,Elevation,76.021
2019,7-30,BON,elev,ft,Elevation,76.004
2019,7-31,BON,elev,ft,Elevation,75.004
2019,8-1,BON,elev,ft,Elevation,74.938
2019,8-2,BON,elev,ft,Elevation,75.125
2019,8-3,BON,elev,ft,Elevation,74.896
2019,8-4,BON,elev,ft,Elevation,74.621
2019,8-5,BON,elev,ft,Elevation,74.763
2019,8-6,BON,elev,ft,Elevation,74.804
2019,8-7,BON,elev,ft,Elevation,74.846
2019,8-8,BON,elev,ft,Elevation,74.971
2019,8-9,BON,elev,ft,Elevation,74.613
2019,8-10,BON,elev,ft,Elevation,75.463
2019,8-11,BON,elev,ft,Elevation,75.896
2019,8-12,BON,elev,ft,Elevation,75.967
2019,8-13,BON,elev,ft,Elevation,76.250
2019,8-14,BON,elev,ft,Elevation,76.183
2019,8-15,BON,elev,ft,Elevation,76.313
2019,8-16,BON,elev,ft,Elevation,75.967
2019,8-17,BON,elev,ft,Elevation,76.292
2019,8-18,BON,elev,ft,Elevation,76.108
2019,8-19,BON,elev,ft,Elevation,76.025
2019,8-20,BON,elev,ft,Elevation,76.017
2019,8-21,BON,elev,ft,Elevation,75.971
2019,8-22,BON,elev,ft,Elevation,75.929
2019,8-23,BON,elev,ft,Elevation,75.258
2019,8-24,BON,elev,ft,Elevation,75.454
2019,8-25,BON,elev,ft,Elevation,75.400
2019,8-26,BON,elev,ft,Elevation,75.950
2019,8-27,BON,elev,ft,Elevation,75.854
2019,8-28,BON,elev,ft,Elevation,75.900
2019,8-29,BON,elev,ft,Elevation,76.625
2019,8-30,BON,elev,ft,Elevation,76.496
2019,8-31,BON,elev,ft,Elevation,76.325
2019,9-1,BON,elev,ft,Elevation,75.975
2019,9-2,BON,elev,ft,Elevation,75.921
2019,9-3,BON,elev,ft,Elevation,76.008
2019,9-4,BON,elev,ft,Elevation,76.204
2019,9-5,BON,elev,ft,Elevation,76.154
2019,9-6,BON,elev,ft,Elevation,75.675
2019,9-7,BON,elev,ft,Elevation,74.908
2019,9-8,BON,elev,ft,Elevation,73.842
2019,9-9,BON,elev,ft,Elevation,73.429
2019,9-10,BON,elev,ft,Elevation,73.333
2019,9-11,BON,elev,ft,Elevation,73.479
2019,9-12,BON,elev,ft,Elevation,73.083
2019,9-13,BON,elev,ft,Elevation,73.279
2019,9-14,BON,elev,ft,Elevation,73.571
2019,9-15,BON,elev,ft,Elevation,73.688
2019,9-16,BON,elev,ft,Elevation,73.650
2019,9-17,BON,elev,ft,Elevation,74.229
2019,9-18,BON,elev,ft,Elevation,73.958
2019,9-19,BON,elev,ft,Elevation,73.967
2019,9-20,BON,elev,ft,Elevation,74.954
2019,9-21,BON,elev,ft,Elevation,75.575
2019,9-22,BON,elev,ft,Elevation,76.042
2019,9-23,BON,elev,ft,Elevation,75.821
2019,9-24,BON,elev,ft,Elevation,75.838
2019,9-25,BON,elev,ft,Elevation,75.746
2019,9-26,BON,elev,ft,Elevation,76.033
2019,9-27,BON,elev,ft,Elevation,75.888
2019,9-28,BON,elev,ft,Elevation,76.158
2019,9-29,BON,elev,ft,Elevation,75.963
2019,9-30,BON,elev,ft,Elevation,75.250
2019,10-1,BON,elev,ft,Elevation,75.029
2019,10-2,BON,elev,ft,Elevation,74.892
2019,10-3,BON,elev,ft,Elevation,74.833
2019,10-4,BON,elev,ft,Elevation,74.742
2019,10-5,BON,elev,ft,Elevation,74.975
2019,10-6,BON,elev,ft,Elevation,75.358
2019,10-7,BON,elev,ft,Elevation,75.279
2019,10-8,BON,elev,ft,Elevation,75.379
2019,10-9,BON,elev,ft,Elevation,75.633
2019,10-10,BON,elev,ft,Elevation,75.221
2019,10-11,BON,elev,ft,Elevation,75.067
2019,10-12,BON,elev,ft,Elevation,75.292
2019,10-13,BON,elev,ft,Elevation,75.596
2019,10-14,BON,elev,ft,Elevation,75.729
2019,10-15,BON,elev,ft,Elevation,75.608
2019,10-16,BON,elev,ft,Elevation,75.533
2019,10-17,BON,elev,ft,Elevation,75.375
2019,10-18,BON,elev,ft,Elevation,75.100
2019,10-19,BON,elev,ft,Elevation,75.233
2019,10-20,BON,elev,ft,Elevation,75.858
2019,10-21,BON,elev,ft,Elevation,75.179
2019,10-22,BON,elev,ft,Elevation,75.500
2019,10-23,BON,elev,ft,Elevation,75.733
2019,10-24,BON,elev,ft,Elevation,75.296
2019,10-25,BON,elev,ft,Elevation,74.942
2019,10-26,BON,elev,ft,Elevation,74.804
2019,10-27,BON,elev,ft,Elevation,74.892
2019,10-28,BON,elev,ft,Elevation,75.054
2019,10-29,BON,elev,ft,Elevation,75.208
2019,10-30,BON,elev,ft,Elevation,74.704
2019,10-31,BON,elev,ft,Elevation,74.504
2019,11-1,BON,elev,ft,Elevation,74.771
2019,11-2,BON,elev,ft,Elevation,74.463
2019,11-3,BON,elev,ft,Elevation,74.879
2019,11-4,BON,elev,ft,Elevation,74.867
2019,11-5,BON,elev,ft,Elevation,73.475
2019,11-6,BON,elev,ft,Elevation,73.838
2019,11-7,BON,elev,ft,Elevation,73.904
2019,11-8,BON,elev,ft,Elevation,73.704
2019,11-9,BON,elev,ft,Elevation,73.446
2019,11-10,BON,elev,ft,Elevation,74.217
2019,11-11,BON,elev,ft,Elevation,74.813
2019,11-12,BON,elev,ft,Elevation,74.175
2019,11-13,BON,elev,ft,Elevation,74.600
2019,11-14,BON,elev,ft,Elevation,74.158
2019,11-15,BON,elev,ft,Elevation,74.267
2019,11-16,BON,elev,ft,Elevation,74.108
