year,mm-dd,location,parameter,unit,datatype,value
2019,3-10,BON,gaspct,%,Dissolved Gas Percent,NA
2019,3-11,BON,gaspct,%,Dissolved Gas Percent,NA
2019,3-12,BON,gaspct,%,Dissolved Gas Percent,NA
2019,3-13,BON,gaspct,%,Dissolved Gas Percent,NA
2019,3-14,BON,gaspct,%,Dissolved Gas Percent,NA
2019,3-15,BON,gaspct,%,Dissolved Gas Percent,103.531
2019,3-16,BON,gaspct,%,Dissolved Gas Percent,103.338
2019,3-17,BON,gaspct,%,Dissolved Gas Percent,103.808
2019,3-18,BON,gaspct,%,Dissolved Gas Percent,104.829
2019,3-19,BON,gaspct,%,Dissolved Gas Percent,105.417
2019,3-20,BON,gaspct,%,Dissolved Gas Percent,105.925
2019,3-21,BON,gaspct,%,Dissolved Gas Percent,106.563
2019,3-22,BON,gaspct,%,Dissolved Gas Percent,107.408
2019,3-23,BON,gaspct,%,Dissolved Gas Percent,107.071
2019,3-24,BON,gaspct,%,Dissolved Gas Percent,106.471
2019,3-25,BON,gaspct,%,Dissolved Gas Percent,106.450
2019,3-26,BON,gaspct,%,Dissolved Gas Percent,106.575
2019,3-27,BON,gaspct,%,Dissolved Gas Percent,107.504
2019,3-28,BON,gaspct,%,Dissolved Gas Percent,106.958
2019,3-29,BON,gaspct,%,Dissolved Gas Percent,106.017
2019,3-30,BON,gaspct,%,Dissolved Gas Percent,106.258
2019,3-31,BON,gaspct,%,Dissolved Gas Percent,107.067
2019,4-1,BON,gaspct,%,Dissolved Gas Percent,107.733
2019,4-2,BON,gaspct,%,Dissolved Gas Percent,108.529
2019,4-3,BON,gaspct,%,Dissolved Gas Percent,107.867
2019,4-4,BON,gaspct,%,Dissolved Gas Percent,107.388
2019,4-5,BON,gaspct,%,Dissolved Gas Percent,107.171
2019,4-6,BON,gaspct,%,Dissolved Gas Percent,105.988
2019,4-7,BON,gaspct,%,Dissolved Gas Percent,105.817
2019,4-8,BON,gaspct,%,Dissolved Gas Percent,105.650
2019,4-9,BON,gaspct,%,Dissolved Gas Percent,104.692
2019,4-10,BON,gaspct,%,Dissolved Gas Percent,104.083
2019,4-11,BON,gaspct,%,Dissolved Gas Percent,113.017
2019,4-12,BON,gaspct,%,Dissolved Gas Percent,115.746
2019,4-13,BON,gaspct,%,Dissolved Gas Percent,116.063
2019,4-14,BON,gaspct,%,Dissolved Gas Percent,115.463
2019,4-15,BON,gaspct,%,Dissolved Gas Percent,119.521
2019,4-16,BON,gaspct,%,Dissolved Gas Percent,119.604
2019,4-17,BON,gaspct,%,Dissolved Gas Percent,117.975
2019,4-18,BON,gaspct,%,Dissolved Gas Percent,118.721
2019,4-19,BON,gaspct,%,Dissolved Gas Percent,121.496
2019,4-20,BON,gaspct,%,Dissolved Gas Percent,117.192
2019,4-21,BON,gaspct,%,Dissolved Gas Percent,113.567
2019,4-22,BON,gaspct,%,Dissolved Gas Percent,114.308
2019,4-23,BON,gaspct,%,Dissolved Gas Percent,115.575
2019,4-24,BON,gaspct,%,Dissolved Gas Percent,115.192
2019,4-25,BON,gaspct,%,Dissolved Gas Percent,117.421
2019,4-26,BON,gaspct,%,Dissolved Gas Percent,117.679
2019,4-27,BON,gaspct,%,Dissolved Gas Percent,114.296
2019,4-28,BON,gaspct,%,Dissolved Gas Percent,114.150
2019,4-29,BON,gaspct,%,Dissolved Gas Percent,117.808
2019,4-30,BON,gaspct,%,Dissolved Gas Percent,120.675
2019,5-1,BON,gaspct,%,Dissolved Gas Percent,119.408
2019,5-2,BON,gaspct,%,Dissolved Gas Percent,115.138
2019,5-3,BON,gaspct,%,Dissolved Gas Percent,112.933
2019,5-4,BON,gaspct,%,Dissolved Gas Percent,114.825
2019,5-5,BON,gaspct,%,Dissolved Gas Percent,116.508
2019,5-6,BON,gaspct,%,Dissolved Gas Percent,117.867
2019,5-7,BON,gaspct,%,Dissolved Gas Percent,117.358
2019,5-8,BON,gaspct,%,Dissolved Gas Percent,115.925
2019,5-9,BON,gaspct,%,Dissolved Gas Percent,118.200
2019,5-10,BON,gaspct,%,Dissolved Gas Percent,119.625
2019,5-11,BON,gaspct,%,Dissolved Gas Percent,120.788
2019,5-12,BON,gaspct,%,Dissolved Gas Percent,117.721
2019,5-13,BON,gaspct,%,Dissolved Gas Percent,114.979
2019,5-14,BON,gaspct,%,Dissolved Gas Percent,114.850
2019,5-15,BON,gaspct,%,Dissolved Gas Percent,117.254
2019,5-16,BON,gaspct,%,Dissolved Gas Percent,120.071
2019,5-17,BON,gaspct,%,Dissolved Gas Percent,114.713
2019,5-18,BON,gaspct,%,Dissolved Gas Percent,115.758
2019,5-19,BON,gaspct,%,Dissolved Gas Percent,119.288
2019,5-20,BON,gaspct,%,Dissolved Gas Percent,116.983
2019,5-21,BON,gaspct,%,Dissolved Gas Percent,117.050
2019,5-22,BON,gaspct,%,Dissolved Gas Percent,117.029
2019,5-23,BON,gaspct,%,Dissolved Gas Percent,116.975
2019,5-24,BON,gaspct,%,Dissolved Gas Percent,115.146
2019,5-25,BON,gaspct,%,Dissolved Gas Percent,113.796
2019,5-26,BON,gaspct,%,Dissolved Gas Percent,115.929
2019,5-27,BON,gaspct,%,Dissolved Gas Percent,116.608
2019,5-28,BON,gaspct,%,Dissolved Gas Percent,113.571
2019,5-29,BON,gaspct,%,Dissolved Gas Percent,112.992
2019,5-30,BON,gaspct,%,Dissolved Gas Percent,115.146
2019,5-31,BON,gaspct,%,Dissolved Gas Percent,117.265
2019,6-1,BON,gaspct,%,Dissolved Gas Percent,118.105
2019,6-2,BON,gaspct,%,Dissolved Gas Percent,116.868
2019,6-3,BON,gaspct,%,Dissolved Gas Percent,113.709
2019,6-4,BON,gaspct,%,Dissolved Gas Percent,113.117
2019,6-5,BON,gaspct,%,Dissolved Gas Percent,114.938
2019,6-6,BON,gaspct,%,Dissolved Gas Percent,114.187
2019,6-7,BON,gaspct,%,Dissolved Gas Percent,112.725
2019,6-8,BON,gaspct,%,Dissolved Gas Percent,110.929
2019,6-9,BON,gaspct,%,Dissolved Gas Percent,112.692
2019,6-10,BON,gaspct,%,Dissolved Gas Percent,117.058
2019,6-11,BON,gaspct,%,Dissolved Gas Percent,117.888
2019,6-12,BON,gaspct,%,Dissolved Gas Percent,118.371
2019,6-13,BON,gaspct,%,Dissolved Gas Percent,118.013
2019,6-14,BON,gaspct,%,Dissolved Gas Percent,112.042
2019,6-15,BON,gaspct,%,Dissolved Gas Percent,109.421
2019,6-16,BON,gaspct,%,Dissolved Gas Percent,109.083
2019,6-17,BON,gaspct,%,Dissolved Gas Percent,109.133
2019,6-18,BON,gaspct,%,Dissolved Gas Percent,108.288
2019,6-19,BON,gaspct,%,Dissolved Gas Percent,106.517
2019,6-20,BON,gaspct,%,Dissolved Gas Percent,105.725
2019,6-21,BON,gaspct,%,Dissolved Gas Percent,105.908
2019,6-22,BON,gaspct,%,Dissolved Gas Percent,106.846
2019,6-23,BON,gaspct,%,Dissolved Gas Percent,106.742
2019,6-24,BON,gaspct,%,Dissolved Gas Percent,107.288
2019,6-25,BON,gaspct,%,Dissolved Gas Percent,108.583
2019,6-26,BON,gaspct,%,Dissolved Gas Percent,109.200
2019,6-27,BON,gaspct,%,Dissolved Gas Percent,109.646
2019,6-28,BON,gaspct,%,Dissolved Gas Percent,109.908
2019,6-29,BON,gaspct,%,Dissolved Gas Percent,110.825
2019,6-30,BON,gaspct,%,Dissolved Gas Percent,111.867
2019,7-1,BON,gaspct,%,Dissolved Gas Percent,110.921
2019,7-2,BON,gaspct,%,Dissolved Gas Percent,108.338
2019,7-3,BON,gaspct,%,Dissolved Gas Percent,107.225
2019,7-4,BON,gaspct,%,Dissolved Gas Percent,107.117
2019,7-5,BON,gaspct,%,Dissolved Gas Percent,106.492
2019,7-6,BON,gaspct,%,Dissolved Gas Percent,105.763
2019,7-7,BON,gaspct,%,Dissolved Gas Percent,106.163
2019,7-8,BON,gaspct,%,Dissolved Gas Percent,106.613
2019,7-9,BON,gaspct,%,Dissolved Gas Percent,107.475
2019,7-10,BON,gaspct,%,Dissolved Gas Percent,108.983
2019,7-11,BON,gaspct,%,Dissolved Gas Percent,109.213
2019,7-12,BON,gaspct,%,Dissolved Gas Percent,109.708
2019,7-13,BON,gaspct,%,Dissolved Gas Percent,109.029
2019,7-14,BON,gaspct,%,Dissolved Gas Percent,108.233
2019,7-15,BON,gaspct,%,Dissolved Gas Percent,107.633
2019,7-16,BON,gaspct,%,Dissolved Gas Percent,108.346
2019,7-17,BON,gaspct,%,Dissolved Gas Percent,107.804
2019,7-18,BON,gaspct,%,Dissolved Gas Percent,106.658
2019,7-19,BON,gaspct,%,Dissolved Gas Percent,105.875
2019,7-20,BON,gaspct,%,Dissolved Gas Percent,106.638
2019,7-21,BON,gaspct,%,Dissolved Gas Percent,108.929
2019,7-22,BON,gaspct,%,Dissolved Gas Percent,109.700
2019,7-23,BON,gaspct,%,Dissolved Gas Percent,107.446
2019,7-24,BON,gaspct,%,Dissolved Gas Percent,104.871
2019,7-25,BON,gaspct,%,Dissolved Gas Percent,106.400
2019,7-26,BON,gaspct,%,Dissolved Gas Percent,108.921
2019,7-27,BON,gaspct,%,Dissolved Gas Percent,108.004
2019,7-28,BON,gaspct,%,Dissolved Gas Percent,107.738
2019,7-29,BON,gaspct,%,Dissolved Gas Percent,107.650
2019,7-30,BON,gaspct,%,Dissolved Gas Percent,106.021
2019,7-31,BON,gaspct,%,Dissolved Gas Percent,105.517
2019,8-1,BON,gaspct,%,Dissolved Gas Percent,106.596
2019,8-2,BON,gaspct,%,Dissolved Gas Percent,107.063
2019,8-3,BON,gaspct,%,Dissolved Gas Percent,108.833
2019,8-4,BON,gaspct,%,Dissolved Gas Percent,110.596
2019,8-5,BON,gaspct,%,Dissolved Gas Percent,111.879
2019,8-6,BON,gaspct,%,Dissolved Gas Percent,109.758
2019,8-7,BON,gaspct,%,Dissolved Gas Percent,106.842
2019,8-8,BON,gaspct,%,Dissolved Gas Percent,104.600
2019,8-9,BON,gaspct,%,Dissolved Gas Percent,104.150
2019,8-10,BON,gaspct,%,Dissolved Gas Percent,104.142
2019,8-11,BON,gaspct,%,Dissolved Gas Percent,103.650
2019,8-12,BON,gaspct,%,Dissolved Gas Percent,104.746
2019,8-13,BON,gaspct,%,Dissolved Gas Percent,105.438
2019,8-14,BON,gaspct,%,Dissolved Gas Percent,107.988
2019,8-15,BON,gaspct,%,Dissolved Gas Percent,106.629
2019,8-16,BON,gaspct,%,Dissolved Gas Percent,104.996
2019,8-17,BON,gaspct,%,Dissolved Gas Percent,103.508
2019,8-18,BON,gaspct,%,Dissolved Gas Percent,103.175
2019,8-19,BON,gaspct,%,Dissolved Gas Percent,102.821
2019,8-20,BON,gaspct,%,Dissolved Gas Percent,103.958
2019,8-21,BON,gaspct,%,Dissolved Gas Percent,104.488
2019,8-22,BON,gaspct,%,Dissolved Gas Percent,104.583
2019,8-23,BON,gaspct,%,Dissolved Gas Percent,105.796
2019,8-24,BON,gaspct,%,Dissolved Gas Percent,105.963
2019,8-25,BON,gaspct,%,Dissolved Gas Percent,104.775
2019,8-26,BON,gaspct,%,Dissolved Gas Percent,104.513
2019,8-27,BON,gaspct,%,Dissolved Gas Percent,104.725
2019,8-28,BON,gaspct,%,Dissolved Gas Percent,106.346
2019,8-29,BON,gaspct,%,Dissolved Gas Percent,108.763
2019,8-30,BON,gaspct,%,Dissolved Gas Percent,108.446
2019,8-31,BON,gaspct,%,Dissolved Gas Percent,107.671
2019,9-1,BON,gaspct,%,Dissolved Gas Percent,106.654
2019,9-2,BON,gaspct,%,Dissolved Gas Percent,106.413
2019,9-3,BON,gaspct,%,Dissolved Gas Percent,106.292
2019,9-4,BON,gaspct,%,Dissolved Gas Percent,104.775
2019,9-5,BON,gaspct,%,Dissolved Gas Percent,103.600
2019,9-6,BON,gaspct,%,Dissolved Gas Percent,102.100
2019,9-7,BON,gaspct,%,Dissolved Gas Percent,101.971
2019,9-8,BON,gaspct,%,Dissolved Gas Percent,101.138
2019,9-9,BON,gaspct,%,Dissolved Gas Percent,100.525
2019,9-10,BON,gaspct,%,Dissolved Gas Percent,100.533
2019,9-11,BON,gaspct,%,Dissolved Gas Percent,100.108
2019,9-12,BON,gaspct,%,Dissolved Gas Percent,100.904
2019,9-13,BON,gaspct,%,Dissolved Gas Percent,100.946
2019,9-14,BON,gaspct,%,Dissolved Gas Percent,101.300
2019,9-15,BON,gaspct,%,Dissolved Gas Percent,101.517
2019,9-16,BON,gaspct,%,Dissolved Gas Percent,100.542
2019,9-17,BON,gaspct,%,Dissolved Gas Percent,100.292
2019,9-18,BON,gaspct,%,Dissolved Gas Percent,NA
2019,9-19,BON,gaspct,%,Dissolved Gas Percent,NA
2019,9-20,BON,gaspct,%,Dissolved Gas Percent,NA
2019,9-21,BON,gaspct,%,Dissolved Gas Percent,NA
2019,9-22,BON,gaspct,%,Dissolved Gas Percent,NA
2019,9-23,BON,gaspct,%,Dissolved Gas Percent,NA
2019,9-24,BON,gaspct,%,Dissolved Gas Percent,NA
2019,9-25,BON,gaspct,%,Dissolved Gas Percent,NA
2019,9-26,BON,gaspct,%,Dissolved Gas Percent,NA
2019,9-27,BON,gaspct,%,Dissolved Gas Percent,NA
2019,9-28,BON,gaspct,%,Dissolved Gas Percent,NA
2019,9-29,BON,gaspct,%,Dissolved Gas Percent,NA
2019,9-30,BON,gaspct,%,Dissolved Gas Percent,NA
2019,10-1,BON,gaspct,%,Dissolved Gas Percent,NA
2019,10-2,BON,gaspct,%,Dissolved Gas Percent,NA
2019,10-3,BON,gaspct,%,Dissolved Gas Percent,NA
2019,10-4,BON,gaspct,%,Dissolved Gas Percent,NA
2019,10-5,BON,gaspct,%,Dissolved Gas Percent,NA
2019,10-6,BON,gaspct,%,Dissolved Gas Percent,NA
2019,10-7,BON,gaspct,%,Dissolved Gas Percent,NA
2019,10-8,BON,gaspct,%,Dissolved Gas Percent,NA
2019,10-9,BON,gaspct,%,Dissolved Gas Percent,NA
2019,10-10,BON,gaspct,%,Dissolved Gas Percent,NA
2019,10-11,BON,gaspct,%,Dissolved Gas Percent,NA
2019,10-12,BON,gaspct,%,Dissolved Gas Percent,NA
2019,10-13,BON,gaspct,%,Dissolved Gas Percent,NA
2019,10-14,BON,gaspct,%,Dissolved Gas Percent,NA
2019,10-15,BON,gaspct,%,Dissolved Gas Percent,NA
2019,10-16,BON,gaspct,%,Dissolved Gas Percent,NA
2019,10-17,BON,gaspct,%,Dissolved Gas Percent,NA
2019,10-18,BON,gaspct,%,Dissolved Gas Percent,NA
2019,10-19,BON,gaspct,%,Dissolved Gas Percent,NA
2019,10-20,BON,gaspct,%,Dissolved Gas Percent,NA
2019,10-21,BON,gaspct,%,Dissolved Gas Percent,NA
2019,10-22,BON,gaspct,%,Dissolved Gas Percent,NA
2019,10-23,BON,gaspct,%,Dissolved Gas Percent,NA
2019,10-24,BON,gaspct,%,Dissolved Gas Percent,NA
2019,10-25,BON,gaspct,%,Dissolved Gas Percent,NA
2019,10-26,BON,gaspct,%,Dissolved Gas Percent,NA
2019,10-27,BON,gaspct,%,Dissolved Gas Percent,NA
2019,10-28,BON,gaspct,%,Dissolved Gas Percent,NA
2019,10-29,BON,gaspct,%,Dissolved Gas Percent,NA
2019,10-30,BON,gaspct,%,Dissolved Gas Percent,NA
2019,10-31,BON,gaspct,%,Dissolved Gas Percent,NA
2019,11-1,BON,gaspct,%,Dissolved Gas Percent,NA
2019,11-2,BON,gaspct,%,Dissolved Gas Percent,NA
2019,11-3,BON,gaspct,%,Dissolved Gas Percent,NA
2019,11-4,BON,gaspct,%,Dissolved Gas Percent,NA
2019,11-5,BON,gaspct,%,Dissolved Gas Percent,NA
2019,11-6,BON,gaspct,%,Dissolved Gas Percent,NA
2019,11-7,BON,gaspct,%,Dissolved Gas Percent,NA
2019,11-8,BON,gaspct,%,Dissolved Gas Percent,NA
2019,11-9,BON,gaspct,%,Dissolved Gas Percent,NA
2019,11-10,BON,gaspct,%,Dissolved Gas Percent,NA
2019,11-11,BON,gaspct,%,Dissolved Gas Percent,NA
2019,11-12,BON,gaspct,%,Dissolved Gas Percent,NA
2019,11-13,BON,gaspct,%,Dissolved Gas Percent,NA
2019,11-14,BON,gaspct,%,Dissolved Gas Percent,NA
2019,11-15,BON,gaspct,%,Dissolved Gas Percent,NA
2019,11-16,BON,gaspct,%,Dissolved Gas Percent,NA
2019,11-17,BON,gaspct,%,Dissolved Gas Percent,NA
2019,11-18,BON,gaspct,%,Dissolved Gas Percent,NA
2019,11-19,BON,gaspct,%,Dissolved Gas Percent,NA
2019,11-20,BON,gaspct,%,Dissolved Gas Percent,NA
2019,11-21,BON,gaspct,%,Dissolved Gas Percent,NA
2019,11-22,BON,gaspct,%,Dissolved Gas Percent,NA
2019,11-23,BON,gaspct,%,Dissolved Gas Percent,NA
2019,11-24,BON,gaspct,%,Dissolved Gas Percent,NA
2019,11-25,BON,gaspct,%,Dissolved Gas Percent,NA
2019,11-26,BON,gaspct,%,Dissolved Gas Percent,NA
2019,11-27,BON,gaspct,%,Dissolved Gas Percent,NA
2019,11-28,BON,gaspct,%,Dissolved Gas Percent,NA
2019,11-29,BON,gaspct,%,Dissolved Gas Percent,NA
2019,11-30,BON,gaspct,%,Dissolved Gas Percent,NA
2019,12-1,BON,gaspct,%,Dissolved Gas Percent,NA
2019,12-2,BON,gaspct,%,Dissolved Gas Percent,NA
2019,12-3,BON,gaspct,%,Dissolved Gas Percent,NA
2019,12-4,BON,gaspct,%,Dissolved Gas Percent,NA
2019,12-5,BON,gaspct,%,Dissolved Gas Percent,NA
2019,12-6,BON,gaspct,%,Dissolved Gas Percent,NA
2019,12-7,BON,gaspct,%,Dissolved Gas Percent,NA
2019,12-8,BON,gaspct,%,Dissolved Gas Percent,NA
2019,12-9,BON,gaspct,%,Dissolved Gas Percent,NA
2019,12-10,BON,gaspct,%,Dissolved Gas Percent,NA
2019,12-11,BON,gaspct,%,Dissolved Gas Percent,NA
2019,12-12,BON,gaspct,%,Dissolved Gas Percent,NA
2019,12-13,BON,gaspct,%,Dissolved Gas Percent,NA
2019,12-14,BON,gaspct,%,Dissolved Gas Percent,NA
2019,12-15,BON,gaspct,%,Dissolved Gas Percent,NA
2019,12-16,BON,gaspct,%,Dissolved Gas Percent,NA
2019,12-17,BON,gaspct,%,Dissolved Gas Percent,NA
2019,12-18,BON,gaspct,%,Dissolved Gas Percent,NA
2019,12-19,BON,gaspct,%,Dissolved Gas Percent,NA
2019,12-20,BON,gaspct,%,Dissolved Gas Percent,NA
2019,12-21,BON,gaspct,%,Dissolved Gas Percent,NA
2019,12-22,BON,gaspct,%,Dissolved Gas Percent,NA
2019,12-23,BON,gaspct,%,Dissolved Gas Percent,NA
2019,12-24,BON,gaspct,%,Dissolved Gas Percent,NA
2019,12-25,BON,gaspct,%,Dissolved Gas Percent,NA
2019,12-26,BON,gaspct,%,Dissolved Gas Percent,NA
2019,12-27,BON,gaspct,%,Dissolved Gas Percent,NA
2019,12-28,BON,gaspct,%,Dissolved Gas Percent,NA
2019,12-29,BON,gaspct,%,Dissolved Gas Percent,NA
2019,12-30,BON,gaspct,%,Dissolved Gas Percent,NA
2019,12-31,BON,gaspct,%,Dissolved Gas Percent,NA
2018,1-1,BON,gaspct,%,Dissolved Gas Percent,NA
2018,1-2,BON,gaspct,%,Dissolved Gas Percent,NA
2018,1-3,BON,gaspct,%,Dissolved Gas Percent,NA
2018,1-4,BON,gaspct,%,Dissolved Gas Percent,NA
2018,1-5,BON,gaspct,%,Dissolved Gas Percent,NA
2018,1-6,BON,gaspct,%,Dissolved Gas Percent,NA
2018,1-7,BON,gaspct,%,Dissolved Gas Percent,NA
2018,1-8,BON,gaspct,%,Dissolved Gas Percent,NA
2018,1-9,BON,gaspct,%,Dissolved Gas Percent,NA
2018,1-10,BON,gaspct,%,Dissolved Gas Percent,NA
2018,1-11,BON,gaspct,%,Dissolved Gas Percent,NA
2018,1-12,BON,gaspct,%,Dissolved Gas Percent,NA
2018,1-13,BON,gaspct,%,Dissolved Gas Percent,NA
2018,1-14,BON,gaspct,%,Dissolved Gas Percent,NA
2018,1-15,BON,gaspct,%,Dissolved Gas Percent,NA
2018,1-16,BON,gaspct,%,Dissolved Gas Percent,NA
2018,1-17,BON,gaspct,%,Dissolved Gas Percent,NA
2018,1-18,BON,gaspct,%,Dissolved Gas Percent,NA
2018,1-19,BON,gaspct,%,Dissolved Gas Percent,NA
2018,1-20,BON,gaspct,%,Dissolved Gas Percent,NA
2018,1-21,BON,gaspct,%,Dissolved Gas Percent,NA
2018,1-22,BON,gaspct,%,Dissolved Gas Percent,NA
2018,1-23,BON,gaspct,%,Dissolved Gas Percent,NA
2018,1-24,BON,gaspct,%,Dissolved Gas Percent,NA
2018,1-25,BON,gaspct,%,Dissolved Gas Percent,NA
2018,1-26,BON,gaspct,%,Dissolved Gas Percent,NA
2018,1-27,BON,gaspct,%,Dissolved Gas Percent,NA
2018,1-28,BON,gaspct,%,Dissolved Gas Percent,NA
2018,1-29,BON,gaspct,%,Dissolved Gas Percent,NA
2018,1-30,BON,gaspct,%,Dissolved Gas Percent,NA
2018,1-31,BON,gaspct,%,Dissolved Gas Percent,NA
2018,2-1,BON,gaspct,%,Dissolved Gas Percent,NA
2018,2-2,BON,gaspct,%,Dissolved Gas Percent,NA
2018,2-3,BON,gaspct,%,Dissolved Gas Percent,NA
2018,2-4,BON,gaspct,%,Dissolved Gas Percent,NA
2018,2-5,BON,gaspct,%,Dissolved Gas Percent,NA
2018,2-6,BON,gaspct,%,Dissolved Gas Percent,NA
2018,2-7,BON,gaspct,%,Dissolved Gas Percent,NA
2018,2-8,BON,gaspct,%,Dissolved Gas Percent,NA
2018,2-9,BON,gaspct,%,Dissolved Gas Percent,NA
2018,2-10,BON,gaspct,%,Dissolved Gas Percent,NA
2018,2-11,BON,gaspct,%,Dissolved Gas Percent,NA
2018,2-12,BON,gaspct,%,Dissolved Gas Percent,NA
2018,2-13,BON,gaspct,%,Dissolved Gas Percent,NA
2018,2-14,BON,gaspct,%,Dissolved Gas Percent,NA
2018,2-15,BON,gaspct,%,Dissolved Gas Percent,NA
2018,2-16,BON,gaspct,%,Dissolved Gas Percent,NA
2018,2-17,BON,gaspct,%,Dissolved Gas Percent,NA
2018,2-18,BON,gaspct,%,Dissolved Gas Percent,NA
2018,2-19,BON,gaspct,%,Dissolved Gas Percent,NA
2018,2-20,BON,gaspct,%,Dissolved Gas Percent,NA
2018,2-21,BON,gaspct,%,Dissolved Gas Percent,NA
2018,2-22,BON,gaspct,%,Dissolved Gas Percent,NA
2018,2-23,BON,gaspct,%,Dissolved Gas Percent,NA
2018,2-24,BON,gaspct,%,Dissolved Gas Percent,NA
2018,2-25,BON,gaspct,%,Dissolved Gas Percent,NA
2018,2-26,BON,gaspct,%,Dissolved Gas Percent,NA
2018,2-27,BON,gaspct,%,Dissolved Gas Percent,NA
2018,2-28,BON,gaspct,%,Dissolved Gas Percent,NA
2018,2-29,BON,gaspct,%,Dissolved Gas Percent,NA
2018,3-1,BON,gaspct,%,Dissolved Gas Percent,NA
2018,3-2,BON,gaspct,%,Dissolved Gas Percent,NA
2018,3-3,BON,gaspct,%,Dissolved Gas Percent,NA
2018,3-4,BON,gaspct,%,Dissolved Gas Percent,NA
2018,3-5,BON,gaspct,%,Dissolved Gas Percent,107.000
2018,3-6,BON,gaspct,%,Dissolved Gas Percent,111.900
2018,3-7,BON,gaspct,%,Dissolved Gas Percent,116.308
2018,3-8,BON,gaspct,%,Dissolved Gas Percent,121.700
2018,3-9,BON,gaspct,%,Dissolved Gas Percent,105.200
2018,3-10,BON,gaspct,%,Dissolved Gas Percent,105.500
2018,3-11,BON,gaspct,%,Dissolved Gas Percent,105.114
2018,3-12,BON,gaspct,%,Dissolved Gas Percent,108.100
2018,3-13,BON,gaspct,%,Dissolved Gas Percent,107.700
2018,3-14,BON,gaspct,%,Dissolved Gas Percent,107.900
2018,3-15,BON,gaspct,%,Dissolved Gas Percent,107.300
2018,3-16,BON,gaspct,%,Dissolved Gas Percent,106.900
2018,3-17,BON,gaspct,%,Dissolved Gas Percent,107.200
2018,3-18,BON,gaspct,%,Dissolved Gas Percent,106.500
2018,3-19,BON,gaspct,%,Dissolved Gas Percent,106.200
2018,3-20,BON,gaspct,%,Dissolved Gas Percent,107.800
2018,3-21,BON,gaspct,%,Dissolved Gas Percent,109.100
2018,3-22,BON,gaspct,%,Dissolved Gas Percent,106.300
2018,3-23,BON,gaspct,%,Dissolved Gas Percent,106.800
2018,3-24,BON,gaspct,%,Dissolved Gas Percent,105.400
2018,3-25,BON,gaspct,%,Dissolved Gas Percent,103.900
2018,3-26,BON,gaspct,%,Dissolved Gas Percent,103.100
2018,3-27,BON,gaspct,%,Dissolved Gas Percent,103.100
2018,3-28,BON,gaspct,%,Dissolved Gas Percent,103.200
2018,3-29,BON,gaspct,%,Dissolved Gas Percent,104.400
2018,3-30,BON,gaspct,%,Dissolved Gas Percent,103.500
2018,3-31,BON,gaspct,%,Dissolved Gas Percent,105.000
2018,4-1,BON,gaspct,%,Dissolved Gas Percent,104.000
2018,4-2,BON,gaspct,%,Dissolved Gas Percent,103.000
2018,4-3,BON,gaspct,%,Dissolved Gas Percent,104.300
2018,4-4,BON,gaspct,%,Dissolved Gas Percent,106.800
2018,4-5,BON,gaspct,%,Dissolved Gas Percent,106.500
2018,4-6,BON,gaspct,%,Dissolved Gas Percent,110.000
2018,4-7,BON,gaspct,%,Dissolved Gas Percent,108.600
2018,4-8,BON,gaspct,%,Dissolved Gas Percent,105.700
2018,4-9,BON,gaspct,%,Dissolved Gas Percent,109.100
2018,4-10,BON,gaspct,%,Dissolved Gas Percent,111.100
2018,4-11,BON,gaspct,%,Dissolved Gas Percent,117.800
2018,4-12,BON,gaspct,%,Dissolved Gas Percent,113.700
2018,4-13,BON,gaspct,%,Dissolved Gas Percent,116.100
2018,4-14,BON,gaspct,%,Dissolved Gas Percent,118.700
2018,4-15,BON,gaspct,%,Dissolved Gas Percent,120.000
2018,4-16,BON,gaspct,%,Dissolved Gas Percent,114.900
2018,4-17,BON,gaspct,%,Dissolved Gas Percent,113.800
2018,4-18,BON,gaspct,%,Dissolved Gas Percent,117.100
2018,4-19,BON,gaspct,%,Dissolved Gas Percent,117.900
2018,4-20,BON,gaspct,%,Dissolved Gas Percent,117.000
2018,4-21,BON,gaspct,%,Dissolved Gas Percent,115.000
2018,4-22,BON,gaspct,%,Dissolved Gas Percent,115.800
2018,4-23,BON,gaspct,%,Dissolved Gas Percent,116.400
2018,4-24,BON,gaspct,%,Dissolved Gas Percent,117.600
2018,4-25,BON,gaspct,%,Dissolved Gas Percent,118.100
2018,4-26,BON,gaspct,%,Dissolved Gas Percent,117.700
2018,4-27,BON,gaspct,%,Dissolved Gas Percent,113.200
2018,4-28,BON,gaspct,%,Dissolved Gas Percent,112.600
2018,4-29,BON,gaspct,%,Dissolved Gas Percent,112.700
2018,4-30,BON,gaspct,%,Dissolved Gas Percent,116.100
2018,5-1,BON,gaspct,%,Dissolved Gas Percent,114.600
2018,5-2,BON,gaspct,%,Dissolved Gas Percent,118.400
2018,5-3,BON,gaspct,%,Dissolved Gas Percent,120.600
2018,5-4,BON,gaspct,%,Dissolved Gas Percent,115.200
2018,5-5,BON,gaspct,%,Dissolved Gas Percent,120.000
2018,5-6,BON,gaspct,%,Dissolved Gas Percent,118.600
2018,5-7,BON,gaspct,%,Dissolved Gas Percent,121.100
2018,5-8,BON,gaspct,%,Dissolved Gas Percent,123.600
2018,5-9,BON,gaspct,%,Dissolved Gas Percent,122.367
2018,5-10,BON,gaspct,%,Dissolved Gas Percent,120.300
